timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ
1770770129278,0.03830926475839664,-1.0879501104354858,9.267000198364258,-3.20805025100708
1770770129310,,-1.1050500869750977,9.23805046081543,-3.2029502391815186
1770770129324,,-1.240950107574463,,
1770770129325,,,9.055950164794922,-3.1840500831604004
1770770129360,0.06852165102693084,-1.1340000629425049,9.223950386047363,-3.1930501461029053
1770770129381,,-1.13100004196167,9.20895004272461,-3.2149500846862793
1770770129417,,-1.117050051689148,9.219000816345215,-3.220050096511841
1770770129426,0.05468907737160088,-1.0930500030517578,,
1770770129427,,,9.25200080871582,-3.205050230026245
1770770129446,,-1.045050024986267,9.259950637817383,-3.217050075531006
1770770129482,0.0576799241072364,-1.0360500812530518,9.26205062866211,-3.1720502376556396
1770770129512,,-1.0069500207901,9.181050300598145,-3.166950225830078
1770770129542,0.12726138909340912,,,
1770770129543,,-1.045050024986267,,-3.1720502376556396
1770770129544,,,9.23805046081543,
1770770129580,,-1.141050100326538,9.23805046081543,-3.307950258255005
1770770129599,,-1.2630000114440918,9.163949966430664,-3.3229501247406006
1770770129618,,-1.327950119972229,,-3.3199501037597656
1770770129619,,,9.211950302124023,
1770770129624,0.10482821402017882,-1.3320000171661377,9.142050743103027,-3.295950174331665
1770770129647,,-1.2769500017166138,9.166050910949707,-3.3349502086639404
1770770129683,0.05940216597435582,-1.2199500799179077,,
1770770129684,,-1.1359500885009766,9.268950462341309,-3.3540000915527344
1770770129709,,-1.1980500221252441,,-3.2320501804351807
1770770129710,,,9.157050132751465,
1770770129744,0.15578458731739128,,,
1770770129745,,-1.366050124168396,9.183000564575195,-3.2340002059936523
1770770129765,,-1.2889500856399536,9.175950050354004,-3.1410000324249268
1770770129805,0.15399827311874373,-1.3420500755310059,9.22800064086914,-3.1410000324249268
1770770129850,,-1.2079501152038574,9.183000564575195,-3.0709500312805176
1770770129875,,-1.1479500532150269,9.163949966430664,-3.2340002059936523
1770770129888,,,9.12600040435791,-3.3390002250671387
1770770129889,0.2139010642059108,-1.2820500135421753,,
1770770129918,,-1.3200000524520874,,
1770770129919,,,9.082050323486328,-3.44700026512146
1770770129929,,-1.371000051498413,9.091950416564941,-3.43500018119812
1770770129947,0.3297823421503926,-1.3680000305175781,9.109050750732422,-3.4930500984191895
1770770129990,,-1.3230000734329224,9.123000144958496,-3.52905011177063
1770770130008,0.30445329516853664,-1.215000033378601,9.1399507522583,-3.5310001373291016
1770770130041,,-1.2130500078201294,,-3.598050117492676
1770770130042,,,9.085050582885742,
1770770130051,,-1.071000099182129,9.11400032043457,-3.5719501972198486
1770770130077,0.2891593075075998,-1.0140000581741333,9.085050582885742,-3.624000072479248
1770770130102,,-0.973050057888031,,-3.636000156402588
1770770130103,,,9.091950416564941,
1770770130120,,-0.8970000147819519,,-3.6000001430511475
1770770130121,,,9.159000396728516,
1770770130150,0.23586655301634823,,,
1770770130151,,-0.9850500226020813,9.103950500488281,-3.6000001430511475
1770770130186,,-0.8179500102996826,9.20205020904541,-3.315000057220459
1770770130204,,-0.9799500703811646,9.223950386047363,-3.2910001277923584
1770770130213,0.40551800070412775,,,
1770770130214,,-1.117050051689148,9.135000228881836,-3.258000135421753
1770770130253,,-1.1050500869750977,9.037050247192383,-3.2820000648498535
1770770130269,0.18595713383531862,,,
1770770130270,,-0.47505003213882446,9.508950233459473,-3.1810500621795654
1770770130315,,-0.10200000554323196,,
1770770130316,,,9.372000694274902,-2.8530001640319824
1770770130330,0.7041758420071809,0.10095000267028809,,-2.6020500659942627
1770770130331,,,9.568050384521484,
1770770130369,,0.2370000183582306,9.616050720214844,-2.4370501041412354
1770770130387,,0.5580000281333923,,
1770770130388,,,9.343050003051758,-1.8979500532150269
1770770130412,1.4149021585289348,1.4770500659942627,,
1770770130413,,1.3480501174926758,9.25005054473877,-1.5480000972747803
1770770130454,,1.7500500679016113,,
1770770130455,,2.2510499954223633,10.591050148010254,-2.0460000038146973
1770770130474,0.8936145866620795,1.516050100326538,,-1.612950086593628
1770770130475,,,9.766950607299805,
1770770130520,,-0.006000000052154064,9.420000076293945,-3.078000068664551
1770770130538,2.618756179984364,-1.7539501190185547,8.829000473022461,-3.805950164794922
1770770130587,,-1.8349500894546509,,
1770770130588,,-1.7509500980377197,8.455050468444824,-3.664950132369995
1770770130595,1.8388669930172825,-1.9999500513076782,8.884050369262695,-3.8520002365112305
1770770130626,,-0.8850000500679016,8.592000007629395,-3.138000249862671
1770770130645,,0.2179500162601471,8.754000663757324,-2.986950159072876
1770770130677,1.264325970516059,,,
1770770130678,,1.2720000743865967,8.970000267028809,-3.0229501724243164
1770770130704,,3.01200008392334,9.92805004119873,-3.009000062942505
1770770130721,,3.472050189971924,,-2.5609500408172607
1770770130722,,,9.922950744628906,
1770770130735,1.9207345944042122,3.201000213623047,,
1770770130736,,,9.48705005645752,-2.4820501804351807
1770770130791,,2.968950033187866,,-1.7209501266479492
1770770130792,,,9.901050567626953,
1770770130796,2.5013720562010966,,,
1770770130797,,3.739950180053711,,
1770770130798,,,8.95305061340332,-0.4140000343322754
1770770130820,,2.830050230026245,10.746000289916992,-1.1749500036239624
1770770130856,,2.260050058364868,10.404000282287598,-1.4910000562667847
1770770130857,1.2119258169976646,,,-1.2199500799179077
1770770130924,,1.0920000076293945,9.334050178527832,-1.651050090789795
1770770130937,1.55083943985699,,,
1770770130938,,0.6490500569343567,8.508000373840332,-1.8139500617980957
1770770130977,,1.0080000162124634,9.147000312805176,-1.9150501489639282
1770770130995,,1.8049501180648804,9.645000457763672,-2.257050037384033
1770770131005,0.5162779690552982,,,
1770770131006,,2.0470499992370605,9.802950859069824,-2.319000005722046
1770770131020,,2.104950189590454,9.187950134277344,-2.31000018119812
1770770131057,,2.325000047683716,9.38895034790039,-2.5639500617980957
1770770131060,0.6705619045699007,,,
1770770131061,,2.890050172805786,9.352950096130371,-2.431950092315674
1770770131084,,2.7679500579833984,9.47700023651123,-2.311950206756592
1770770131120,0.7086344294032537,2.671950101852417,9.367050170898438,-2.4370501041412354
