timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ
1770770012053,0.02737355417366025,-0.7290000319480896,,-3.4450502395629883
1770770012054,,,9.181050300598145,
1770770012095,,-0.7150500416755676,,-3.4020001888275146
1770770012096,,,9.184950828552246,
1770770012109,0.02737355417366025,-0.739050030708313,9.175950050354004,-3.4330501556396484
1770770012151,,-0.7960500121116638,,
1770770012152,,-0.7750500440597534,9.187950134277344,-3.427950143814087
1770770012180,,-0.7699500322341919,,
1770770012181,,,9.193050384521484,-3.4260001182556152
1770770012189,0.04019705925001542,,,
1770770012190,,-0.7099500298500061,9.196950912475586,-3.4039502143859863
1770770012219,,-0.7150500416755676,,
1770770012220,,,9.199950218200684,-3.394050121307373
1770770012230,,-0.7099500298500061,9.193050384521484,-3.394050121307373
1770770012259,0.060789881929297664,-0.7720500230789185,9.211950302124023,-3.4230000972747803
1770770012285,,-0.7579500079154968,9.183000564575195,-3.4260001182556152
1770770012305,,-0.778950035572052,9.171000480651855,-3.4230000972747803
1770770012312,0.02760858729978864,-0.736050009727478,,
1770770012313,,,9.196950912475586,-3.415950059890747
1770770012341,,-0.736050009727478,9.183000564575195,-3.4420502185821533
1770770012353,,-0.6790500283241272,9.169050216674805,-3.427950143814087
1770770012371,,-0.7270500063896179,9.171000480651855,-3.4210500717163086
1770770012396,,-0.7939500212669373,,
1770770012398,,,9.196950912475586,-3.43500018119812
1770770012422,,-0.7699500322341919,,-3.4420502185821533
1770770012423,,,9.19005012512207,
1770770012449,,-0.7600500583648682,,-3.457050085067749
1770770012450,,,9.163949966430664,
1770770012453,0.0506752953690948,-0.7170000076293945,,-3.457050085067749
1770770012454,,,9.169050216674805,
1770770012489,,-0.6930000185966492,9.196950912475586,-3.44700026512146
1770770012512,,-0.6739500164985657,9.20895004272461,-3.4140002727508545
1770770012513,0.05933368894260561,,,
1770770012514,,-0.6690000295639038,9.22095012664795,-3.409050226211548
1770770012556,,-0.6360000371932983,,-3.4489500522613525
1770770012557,,,9.187950134277344,-3.5089502334594727
1770770012574,0.030873076273398026,-0.6169500350952148,,
1770770012575,,,9.20895004272461,-3.4639501571655273
1770770012616,,-0.6190500259399414,,-3.3990001678466797
1770770012617,,,9.205050468444824,-3.4230000972747803
1770770012636,0.030873076273398026,,,
1770770012637,,-0.6450000405311584,9.21405029296875,-3.4710001945495605
1770770012670,,-0.6379500031471252,,-3.457050085067749
1770770012671,,,9.232950210571289,
1770770012701,,-0.5590500235557556,9.235950469970703,-3.526050090789795
1770770012718,0.07563194850849368,-0.48705002665519714,9.130050659179688,-3.646050214767456
1770770012757,,-0.5179499983787537,,
1770770012758,,-0.556950032711029,9.115950584411621,-3.6600000858306885
